,id,lastName,age,worth 2019 in BUSD,position
0,2813,bezos,54.0,112.0,1.0
1,8910,gates,62.0,90.0,2.0
2,3919,buffett,87.0,84.0,3.0
3,6449,arnault,69.0,72.0,4.0
4,5032,zuckerberg,1985.0,71.0,5.0
5,2009,ortega,82.0,70.0,6.0
6,9178,slim helu,78.0,67.1,7.0
7,5544,koch,82.0,60.0,8.0
8,4633,koch,78.0,60.0,9.0
9,6377,ellison,73.0,58.5,10.0
10,5851,bloomberg,76.0,50.0,11.0
11,7158,page,45.0,48.8,12.0
12,2156,brin,44.0,47.5,13.0
13,8858,walton,70.0,46.4,14.0
14,6659,walton,73.0,46.2,15.0
15,9703,walton,68.0,46.0,16.0
16,8608,ma,46.0,45.3,17.0
17,6364,bettencourt meyers,64.0,42.2,18.0
18,5930,ambani,61.0,40.1,19.0
19,1667,ma,53.0,39.0,20.0
20,2012,adelson,84.0,38.5,21.0
21,6721,ballmer,62.0,38.4,22.0
22,3049,li,90.0,34.9,23.0
23,8322,hui,59.0,30.3,24.0
24,6056,lee,90.0,30.3,25.0
25,8832,wang,63.0,30.0,26.0
26,1180,albrecht jr.,66.0,29.8,27.0
27,5673,knight,80.0,29.6,28.0
28,1087,lemann,78.0,27.4,29.0
29,7043,pinault,81.0,27.0,30.0
30,2562,schaeffler,53.0,25.3,31.0
31,8071,klatten,56.0,25.0,32.0
32,7629,thomson,61.0,25.0,33.0
33,3767,mars,78.0,23.6,34.0
34,6354,mars,82.0,23.6,35.0
35,5711,safra,79.0,23.5,36.0
36,9235,ferrero,53.0,23.0,37.0
37,5064,mateschitz,74.0,23.0,38.0
38,2035,dell,53.0,22.7,39.0
39,8356,son,60.0,22.7,40.0
40,7653,dassault,93.0,22.6,41.0
41,8390,quandt,52.0,22.0,42.0
42,1906,yang,1983.0,21.9,43.0
43,2985,allen,65.0,21.7,44.0
44,5784,del vecchio,83.0,21.2,45.0
45,7421,schwarz,78.0,20.9,46.0
46,6567,peterffy,73.0,20.3,47.0
47,5336,albrecht,67.0,20.2,48.0
48,3768,blavatnik,61.0,20.2,49.0
49,7596,he,75.0,20.1,50.0
50,1051,lui,89.0,20.1,51.0
51,2076,simons,80.0,20.0,52.0
52,6053,sy,93.0,20.0,53.0
53,5272,musk,46.0,19.9,54.0
54,5073,hinduja,,19.5,55.0
55,5864,yanai,69.0,19.5,56.0
56,3945,lisin,62.0,19.1,57.0
57,1114,powell jobs,54.0,18.8,58.0
58,1921,premji,72.0,18.8,59.0
59,7905,mordashov,52.0,18.7,60.0
60,5579,lee,76.0,18.6,61.0
61,9326,mittal,68.0,18.5,62.0
62,1165,wang,48.0,18.2,63.0
63,8175,mikhelson,62.0,18.0,64.0
64,2488,sirivadhanabhakdi,74.0,17.9,65.0
65,4689,mistry,89.0,17.8,66.0
66,3937,dalio,68.0,17.7,67.0
67,7790,takizaki,73.0,17.5,68.0
68,1396,ding,46.0,17.4,69.0
69,6353,hartono,77.0,17.4,70.0
70,3385,rinehart,64.0,17.4,71.0
71,2093,larrea mota velasco,64.0,17.3,72.0
72,2353,icahn,82.0,16.8,73.0
73,2395,persson,70.0,16.8,74.0
74,6181,hartono,78.0,16.7,75.0
75,3045,lau,66.0,16.7,76.0
76,1708,kwok,,16.5,77.0
77,6036,alekperov,67.0,16.4,78.0
78,3509,ratcliffe,65.0,16.4,79.0
79,3626,bren,86.0,16.3,80.0
80,6935,fontbona,75.0,16.3,81.0
81,7228,timchenko,65.0,16.0,82.0
82,2222,johnson,56.0,15.9,83.0
83,1585,potanin,57.0,15.9,84.0
84,2632,walton,1988.0,15.9,85.0
85,3643,de carvalho-heineken,63.0,15.8,86.0
86,1609,zhang,46.0,15.6,87.0
87,2099,kellner,54.0,15.5,88.0
88,6217,melnichenko,46.0,15.5,89.0
89,4697,reuben,,15.5,90.0
90,1715,kuehne,81.0,15.3,91.0
91,3625,li,55.0,15.3,92.0
92,9768,fridman,54.0,15.1,93.0
93,8572,murdoch,87.0,15.0,94.0
94,7820,chearavanont,79.0,14.9,95.0
95,2100,kuok,94.0,14.8,96.0
96,7041,besnier,47.0,14.7,97.0
97,4088,nadar,72.0,14.6,98.0
98,4967,vekselberg,61.0,14.4,99.0
99,7116,dangote,61.0,14.1,100.0
100,7536,hamm,72.0,14.1,101.0
101,3508,cohen,62.0,14.0,102.0
102,2248,moskovitz,1985.0,14.0,103.0
103,1892,telles,68.0,14.0,104.0
104,6931,wuerth,83.0,13.6,105.0
105,1759,ergen,65.0,13.4,106.0
106,9194,schmidt,63.0,13.4,107.0
107,8409,anschutz,78.0,13.0,108.0
108,3998,kennedy,70.0,13.0,109.0
109,4656,parry-okeden,68.0,13.0,110.0
110,3038,wertheimer,69.0,13.0,111.0
111,7815,wertheimer,67.0,13.0,112.0
112,4889,lauder,81.0,12.9,113.0
113,8609,thiele,77.0,12.9,114.0
114,2326,shanghvi,62.0,12.8,115.0
115,8690,plattner,74.0,12.7,116.0
116,4710,schwarzman,71.0,12.6,117.0
117,5750,lei,48.0,12.5,118.0
118,2270,rausing,92.0,12.5,119.0
119,2243,usmanov,64.0,12.5,120.0
120,8871,newhouse,88.0,12.3,121.0
121,4954,woo,71.0,12.2,122.0
122,9934,sarmiento,85.0,12.1,123.0
123,4418,li,49.0,12.0,124.0
124,5350,sicupira,70.0,12.0,125.0
125,5432,seo,60.0,11.9,126.0
126,4898,birla,51.0,11.8,127.0
127,4696,otto,50.0,11.8,128.0
128,7042,pessina,77.0,11.8,129.0
129,3954,tschira,,11.7,130.0
130,7986,wang,50.0,11.7,131.0
131,2538,beal,65.0,11.6,132.0
132,5433,lee,88.0,11.6,133.0
133,7153,menard,78.0,11.5,134.0
134,4973,xu,60.0,11.3,135.0
135,1633,zhou,47.0,11.3,136.0
136,9696,gong,53.0,11.2,137.0
137,5691,otto,75.0,11.0,138.0
138,6943,tepper,60.0,11.0,139.0
139,2211,abramovich,51.0,10.8,140.0
140,3864,liu,43.0,10.8,141.0
141,3347,ng,,10.8,142.0
142,7367,bailleres gonzalez,86.0,10.7,143.0
143,5357,kotak,59.0,10.7,144.0
144,1583,omidyar,51.0,10.5,145.0
145,6467,droege,65.0,10.3,146.0
146,2668,hopp,78.0,10.2,147.0
147,1159,hart,63.0,10.1,148.0
148,5166,saverin,1983.0,10.1,149.0
149,4831,yan,45.0,10.1,150.0
150,2755,damani,63.0,10.0,151.0
151,7048,khan,56.0,9.8,152.0
152,5937,perelman,75.0,9.8,153.0
153,4505,adani,56.0,9.7,154.0
154,3715,arison,68.0,9.7,155.0
155,4928,pan,48.0,9.7,156.0
156,6077,tsai,54.0,9.7,157.0
157,1934,frist,79.0,9.6,158.0
158,1415,prokhorov,53.0,9.6,159.0
159,4188,weston,77.0,9.5,160.0
160,6591,zong,72.0,9.5,161.0
161,3597,ofer,68.0,9.4,162.0
162,5152,schwab,80.0,9.4,163.0
163,6691,aponte,77.0,9.3,164.0
164,2990,kohler,79.0,9.3,165.0
165,7299,rashnikov,69.0,9.3,166.0
166,8770,triguboff,85.0,9.2,167.0
167,4575,von finck,88.0,9.2,168.0
168,1809,yao,48.0,9.2,169.0
169,7847,koum,42.0,9.1,170.0
170,9641,poonawalla,77.0,9.1,171.0
171,5242,goodnight,75.0,9.0,172.0
172,3226,griffin,49.0,9.0,173.0
173,5972,armani,83.0,8.9,174.0
174,1620,bertarelli,52.0,8.9,175.0
175,1488,jindal,68.0,8.8,176.0
176,1834,mittal,60.0,8.8,177.0
177,1480,chambers,61.0,8.7,178.0
178,3030,rayner,73.0,8.7,179.0
179,2741,taylor,76.0,8.7,180.0
180,2400,gou,67.0,8.5,181.0
181,3142,moore,89.0,8.5,182.0
182,3329,irving,90.0,8.3,183.0
183,3690,kroenke,70.0,8.3,184.0
184,2332,schorling,71.0,8.2,185.0
185,1098,graf,71.0,8.1,186.0
186,7073,guo,51.0,8.1,187.0
187,8001,malone,77.0,8.1,188.0
188,1083,niel,50.0,8.1,189.0
189,5788,berlusconi,81.0,8.0,190.0
190,1210,cook,55.0,8.0,191.0
191,7843,geffen,75.0,8.0,192.0
192,8048,hui,67.0,8.0,193.0
193,3556,kwok,67.0,8.0,194.0
194,1694,soros,87.0,8.0,195.0
195,4700,johnson,87.0,7.9,196.0
196,7196,landini aleotti,75.0,7.9,197.0
197,7500,duffield,77.0,7.8,198.0
198,8691,kaiser,75.0,7.8,199.0
199,5891,soon-shiong,65.0,7.8,200.0
200,5310,zhou,48.0,7.8,201.0
201,6608,oppenheimer,73.0,7.7,202.0
202,4366,sun,59.0,7.7,203.0
203,4115,wu,54.0,7.7,204.0
204,8733,kuzmichev,55.0,7.6,205.0
205,3893,ross,78.0,7.6,206.0
206,7255,bollore,66.0,7.4,207.0
207,3461,keinath,84.0,7.4,208.0
208,6708,lee,50.0,7.4,209.0
209,3239,povlsen,45.0,7.4,210.0
210,1426,broad,85.0,7.3,211.0
211,7979,kadoorie,76.0,7.3,212.0
212,3516,makhmudov,54.0,7.3,213.0
213,4630,paulsen,67.0,7.3,214.0
214,9724,sun,55.0,7.3,215.0
215,1046,walton,69.0,7.3,216.0
216,4473,khan,67.0,7.2,217.0
217,5997,krishnan,80.0,7.2,218.0
218,5462,perrodo,67.0,7.2,219.0
219,1720,quek,76.0,7.2,220.0
220,5825,wang,51.0,7.2,221.0
221,9631,doerr,66.0,7.1,222.0
222,6528,drahi,54.0,7.1,223.0
223,7874,gonda de rivera,,7.1,224.0
224,5741,liebherr,,7.1,225.0
225,9752,salinas pliego,62.0,7.1,226.0
226,7597,suh,55.0,7.1,227.0
227,9392,chu,60.0,7.0,228.0
228,5980,fredriksen,73.0,7.0,229.0
229,4335,goh,91.0,7.0,230.0
230,6203,lohia,65.0,7.0,231.0
231,4599,lu,65.0,7.0,232.0
232,9210,rausing,58.0,7.0,233.0
233,7558,rupert,68.0,7.0,234.0
234,2269,saade,81.0,7.0,235.0
235,5499,wu,62.0,7.0,236.0
236,3102,fedun,62.0,6.9,237.0
237,1808,kim,50.0,6.9,238.0
238,1780,ortega mera,49.0,6.9,239.0
239,4218,pattison,89.0,6.9,240.0
240,4403,platt,50.0,6.9,241.0
241,2616,chan,77.0,6.8,242.0
242,7083,green,76.0,6.8,243.0
243,2328,meijer,,6.8,244.0
244,4131,rybolovlev,51.0,6.8,245.0
245,4855,tsai,61.0,6.8,246.0
246,2170,von bechtolsheim,62.0,6.8,247.0
247,8652,deripaska,50.0,6.7,248.0
248,3160,liu,70.0,6.7,249.0
249,2109,merckle,53.0,6.7,250.0
250,1009,acton,46.0,6.6,251.0
251,1697,grayken,62.0,6.6,252.0
252,7947,kroenke,69.0,6.6,253.0
253,4838,perfetti,,6.6,254.0
254,6779,rausing,63.0,6.6,255.0
255,3162,rausing,66.0,6.6,256.0
256,1251,reitan,66.0,6.6,257.0
257,5461,sawiris,57.0,6.6,258.0
258,9576,wee,89.0,6.6,259.0
259,1560,wobben,66.0,6.6,260.0
260,5404,black,66.0,6.5,261.0
261,9740,glasenberg,61.0,6.5,262.0
262,4890,paulson,62.0,6.5,263.0
263,5385,wei,54.0,6.5,264.0
264,7344,choi,70.0,6.4,265.0
265,7941,haub,85.0,6.4,266.0
266,8031,jiang,45.0,6.4,267.0
267,5708,kerimov,52.0,6.4,268.0
268,3980,livingstone,,6.4,269.0
269,4216,pang,62.0,6.4,270.0
270,4662,shaw,67.0,6.4,271.0
271,1970,singh,86.0,6.4,272.0
272,8129,sobrato,79.0,6.4,273.0
273,9084,balkrishna,45.0,6.3,274.0
274,7462,fielmann,78.0,6.3,275.0
275,3313,gilbert,56.0,6.3,276.0
276,5848,johnson,74.0,6.3,277.0
277,7111,lal,76.0,6.3,278.0
278,9271,mori,81.0,6.3,279.0
279,4295,schaeffler-thumann,76.0,6.3,280.0
280,9016,frere,92.0,6.2,281.0
281,9585,kinder,73.0,6.2,282.0
282,2774,kraft,77.0,6.2,283.0
283,4345,lauren,78.0,6.2,284.0
284,5028,schroder,85.0,6.2,285.0
285,3185,wadia,74.0,6.2,286.0
286,5838,bellon,88.0,6.1,287.0
287,8027,wexner,80.0,6.1,288.0
288,8944,bangur,87.0,6.0,289.0
289,2052,cheriton,67.0,6.0,290.0
290,5337,ma,54.0,6.0,291.0
291,7886,macmillan,88.0,6.0,292.0
292,1291,olsson,71.0,6.0,293.0
293,4966,sehgal,61.0,6.0,294.0
294,7164,teh,88.0,6.0,295.0
295,3460,al ghurair,,5.9,296.0
296,7035,aramburuzabala,55.0,5.9,297.0
297,7976,dommermuth,54.0,5.9,298.0
298,8872,lowy,87.0,5.9,299.0
299,8976,marguerre,77.0,5.9,300.0
300,7751,mars,53.0,5.9,301.0
301,5665,mars,57.0,5.9,302.0
302,6050,mars,59.0,5.9,303.0
303,6929,mars,61.0,5.9,304.0
304,6342,barclay,84.0,5.8,305.0
305,6915,gokongwei,91.0,5.8,306.0
306,1299,kwon,44.0,5.8,307.0
307,2710,laurie,67.0,5.8,308.0
308,1962,lin,81.0,5.8,309.0
309,9003,love,81.0,5.8,310.0
310,5524,rowling,64.0,5.8,311.0
311,5329,washington,83.0,5.8,312.0
312,1003,yao,53.0,5.8,313.0
313,6204,zhang,55.0,5.8,314.0
314,7408,beckmann vidal,78.0,5.7,315.0
315,8406,sun,66.0,5.7,316.0
316,8348,tu,76.0,5.7,317.0
317,1124,viessmann,64.0,5.7,318.0
318,9672,wertheimer,91.0,5.7,319.0
319,8477,wyss,83.0,5.7,320.0
320,8689,dyson,71.0,5.6,321.0
321,5749,graff,80.0,5.6,322.0
322,8710,huang,55.0,5.6,323.0
323,2993,johnson,85.0,5.6,324.0
324,8643,jones,75.0,5.6,325.0
325,9636,kei,52.0,5.6,326.0
326,5732,kwee,,5.6,327.0
327,1883,lee,79.0,5.6,328.0
328,4724,lefrak,72.0,5.6,329.0
329,4523,nagamori,73.0,5.6,330.0
330,9440,rales,67.0,5.6,331.0
331,4618,springer,75.0,5.6,332.0
332,6100,yeung,54.0,5.6,333.0
333,1152,akhmetov,51.0,5.5,334.0
334,9344,arison,60.0,5.5,335.0
335,1419,avara,54.0,5.5,336.0
336,1674,blocher,42.0,5.5,337.0
337,4553,currie,62.0,5.5,338.0
338,7553,duncan,1984.0,5.5,339.0
339,7736,frantz,48.0,5.5,340.0
340,3435,hendricks,71.0,5.5,341.0
341,5996,martullo-blocher,49.0,5.5,342.0
342,4904,mikitani,53.0,5.5,343.0
343,6065,newell,55.0,5.5,344.0
344,9504,pan,55.0,5.5,345.0
345,6046,pratt,58.0,5.5,346.0
346,7247,reece,61.0,5.5,347.0
347,9728,williams,56.0,5.5,348.0
348,9373,zhang,38.0,5.5,349.0
349,4138,zhang,71.0,5.5,350.0
350,7223,besnier,51.0,5.4,351.0
351,1115,besnier beauvalot,1982.0,5.4,352.0
352,6960,devos,92.0,5.4,353.0
353,1643,herz,74.0,5.4,354.0
354,5601,herz,67.0,5.4,355.0
355,5251,kristiansen,70.0,5.4,356.0
356,8995,kristiansen,42.0,5.4,357.0
357,7301,kristiansen,,5.4,358.0
358,6617,lam,,5.4,359.0
359,5978,lin,62.0,5.4,360.0
360,9166,louis-dreyfus,56.0,5.4,361.0
361,4486,roberts,74.0,5.4,362.0
362,9142,roski,79.0,5.4,363.0
363,7636,thinggaard,,5.4,364.0
364,4315,adenuga,65.0,5.3,365.0
365,4688,davis,75.0,5.3,366.0
366,9342,filo,52.0,5.3,367.0
367,8986,ho,55.0,5.3,368.0
368,8955,kravis,74.0,5.3,369.0
369,5855,saputo,81.0,5.3,370.0
370,4235,xu,83.0,5.3,371.0
371,6157,abramov,59.0,5.2,372.0
372,9353,englander,69.0,5.2,373.0
373,2159,goldschmeding,84.0,5.2,374.0
374,9977,ilitch,85.0,5.2,375.0
375,8311,kovner,73.0,5.2,376.0
376,4741,lucas,74.0,5.2,377.0
377,4513,maran,52.0,5.2,378.0
378,1277,mohn,77.0,5.2,379.0
379,6205,rich,77.0,5.2,380.0
380,6128,wang,52.0,5.2,381.0
381,3228,amorim,83.0,5.1,382.0
382,8875,aven,63.0,5.1,383.0
383,5078,marcus,89.0,5.1,384.0
384,7950,moreira salles,58.0,5.1,385.0
385,2387,smith,73.0,5.1,386.0
386,6465,stryker,64.0,5.1,387.0
387,6645,branson,67.0,5.0,388.0
388,6346,chandra,67.0,5.0,389.0
389,1294,coates,50.0,5.0,390.0
390,5748,ingram,82.0,5.0,391.0
391,5185,law,70.0,5.0,392.0
392,9528,lewis,81.0,5.0,393.0
393,9600,meister,70.0,5.0,394.0
394,8082,moreira salles,72.0,5.0,395.0
395,2895,moreira salles,56.0,5.0,396.0
396,4282,moreira salles junior,62.0,5.0,397.0
397,5596,patel,65.0,5.0,398.0
398,2925,pritzker,60.0,5.0,399.0
399,6318,schmidheiny,72.0,5.0,400.0
400,5276,srivaddhanaprabha,60.0,5.0,401.0
401,1100,takahara,87.0,5.0,402.0
402,2237,yusuff ali,62.0,5.0,403.0
403,2518,bass,70.0,4.9,404.0
404,4778,benioff,53.0,4.9,405.0
405,8869,bouygues,,4.9,406.0
406,1307,chung,80.0,4.9,407.0
407,6246,dolan,91.0,4.9,408.0
408,5020,hunt,75.0,4.9,409.0
409,5681,liu,66.0,4.9,410.0
410,5810,overdeck,48.0,4.9,411.0
411,3309,piramal,62.0,4.9,412.0
412,3401,razon,58.0,4.9,413.0
413,2263,redstone,95.0,4.9,414.0
414,3653,rocca,,4.9,415.0
415,6315,schmieding,63.0,4.9,416.0
416,4399,siegel,56.0,4.9,417.0
417,3541,skoch,52.0,4.9,418.0
418,6244,yu,57.0,4.9,419.0
419,9076,zell,76.0,4.9,420.0
420,6290,zhou,58.0,4.9,421.0
421,3439,bajaj,,4.8,422.0
422,9750,camp,39.0,4.8,423.0
423,2022,cathy,64.0,4.8,424.0
424,2587,cathy,65.0,4.8,425.0
425,1442,fu,50.0,4.8,426.0
426,9782,green,66.0,4.8,427.0
427,5482,gutseriev,60.0,4.8,428.0
428,6186,johnson,77.0,4.8,429.0
429,3158,kalanick,41.0,4.8,430.0
430,4192,kozitsyn,58.0,4.8,431.0
431,6351,paulmann,83.0,4.8,432.0
432,4692,ponce lerou,72.0,4.8,433.0
433,8180,rees-jones,66.0,4.8,434.0
434,3376,scheinberg,44.0,4.8,435.0
435,4140,skoll,53.0,4.8,436.0
436,2460,ulker,59.0,4.8,437.0
437,3371,ziff,46.0,4.8,438.0
438,8193,ziff,54.0,4.8,439.0
439,8732,ziff,51.0,4.8,440.0
440,7459,blickle,71.0,4.7,441.0
441,6765,broermann,74.0,4.7,442.0
442,2350,calder,71.0,4.7,443.0
443,4730,druckenmiller,65.0,4.7,444.0
444,4464,lerner,92.0,4.7,445.0
445,5381,li,61.0,4.7,446.0
446,4612,lim,66.0,4.7,447.0
447,5932,louis-hansen,70.0,4.7,448.0
448,3190,lundberg,66.0,4.7,449.0
449,1757,meyer,56.0,4.7,450.0
450,5075,reyes,64.0,4.7,451.0
451,4668,reyes,62.0,4.7,452.0
452,7044,schoerghuber,59.0,4.7,453.0
453,8628,solow,89.0,4.7,454.0
454,9307,tan,83.0,4.7,455.0
455,7749,al futtaim,,4.6,456.0
456,8080,babis,63.0,4.6,457.0
457,8803,bertarelli,50.0,4.6,458.0
458,1615,cai,55.0,4.6,459.0
459,3450,ivanishvili,62.0,4.6,460.0
460,3896,jacobs,78.0,4.6,461.0
461,5632,larsen,58.0,4.6,462.0
462,5903,lee,76.0,4.6,463.0
463,7774,liang,61.0,4.6,464.0
464,1212,o'brien,60.0,4.6,465.0
465,1897,bhatia,,4.5,466.0
466,4653,cayard,75.0,4.5,467.0
467,8959,chey,57.0,4.5,468.0
468,7007,fang,44.0,4.5,469.0
469,8667,guriev,58.0,4.5,470.0
470,1825,hult,77.0,4.5,471.0
471,7222,ji,50.0,4.5,472.0
472,6030,jones,63.0,4.5,473.0
473,8705,miller,85.0,4.5,474.0
474,2230,popov,46.0,4.5,475.0
475,2576,roig,68.0,4.5,476.0
476,2094,sall,70.0,4.5,477.0
477,5786,stern,80.0,4.5,478.0
478,6234,ye,74.0,4.5,479.0
479,2939,bamford,72.0,4.4,480.0
480,5086,chu,58.0,4.4,481.0
481,4745,escotet,58.0,4.4,482.0
482,4676,fluxa rossello,79.0,4.4,483.0
483,8326,forrest,56.0,4.4,484.0
484,2713,gauselmann,83.0,4.4,485.0
485,5074,gustavson,56.0,4.4,486.0
486,2643,jagtiani,66.0,4.4,487.0
487,3483,johannson,51.0,4.4,488.0
488,4635,li,51.0,4.4,489.0
489,1278,morris,70.0,4.4,490.0
490,3876,mueller,78.0,4.4,491.0
491,2136,nitori,74.0,4.4,492.0
492,9164,reimann,65.0,4.4,493.0
493,2534,reimann-andersen,53.0,4.4,494.0
494,1523,reimann-andersen,54.0,4.4,495.0
495,4292,reimann-haas,66.0,4.4,496.0
496,6856,smith,55.0,4.4,497.0
497,8557,weiner,48.0,4.4,498.0
498,6810,arango,92.0,4.3,499.0
499,5507,bajaj,80.0,4.3,500.0
500,3310,blickle,70.0,4.3,501.0
501,9287,commisso,68.0,4.3,502.0
502,9163,de'longhi,79.0,4.3,503.0
503,8896,fertitta,60.0,4.3,504.0
504,7318,kirsh,86.0,4.3,505.0
505,3855,pegula,67.0,4.3,506.0
506,4110,pera,40.0,4.3,507.0
507,5656,rollins,73.0,4.3,508.0
508,4935,rollins,86.0,4.3,509.0
509,9325,santo domingo,41.0,4.3,510.0
510,4062,santo domingo,40.0,4.3,511.0
511,6862,vuong,49.0,4.3,512.0
512,7184,wang,69.0,4.3,513.0
513,1547,bisciotti,58.0,4.2,514.0
514,5290,cargill,67.0,4.2,515.0
515,1958,cargill,69.0,4.2,516.0
516,6692,emmerson,89.0,4.2,517.0
517,4576,herlin,61.0,4.2,518.0
518,2192,jiaravanon,83.0,4.2,519.0
519,6990,larsen,69.0,4.2,520.0
520,9117,liebmann,64.0,4.2,521.0
521,1651,murphy,1990.0,4.2,522.0
522,9286,olenicoff,75.0,4.2,523.0
523,6386,scott,87.0,4.2,524.0
524,8426,spangler,86.0,4.2,525.0
525,1792,wang,54.0,4.2,526.0
526,3104,bennet,66.0,4.1,527.0
527,3099,blank,75.0,4.1,528.0
528,1073,chiaravanont,88.0,4.1,529.0
529,4383,dangermond,72.0,4.1,530.0
530,6911,fan,51.0,4.1,531.0
531,7520,gandel,83.0,4.1,532.0
532,9145,jannard,69.0,4.1,533.0
533,8651,jiaravanont,87.0,4.1,534.0
534,6707,lee,79.0,4.1,535.0
535,6846,munjal,64.0,4.1,536.0
536,5136,oberwelland,51.0,4.1,537.0
537,3197,packer,50.0,4.1,538.0
538,6976,perlmutter,75.0,4.1,539.0
539,8947,perot,87.0,4.1,540.0
540,4176,pieper,72.0,4.1,541.0
541,5228,pritzker,68.0,4.1,542.0
542,6859,robertson,85.0,4.1,543.0
543,9051,rosso,62.0,4.1,544.0
544,1348,sajwani,65.0,4.1,545.0
545,1567,shigeta,53.0,4.1,546.0
546,1722,spiegel,1991.0,4.1,547.0
547,5639,wang,45.0,4.1,548.0
548,9634,warren,62.0,4.1,549.0
549,3811,ashkenazy,48.0,4.0,550.0
550,9240,bechtolsheimer-kipp,,4.0,551.0
551,1600,braun,40.0,4.0,552.0
552,5281,che,51.0,4.0,553.0
553,2425,dolby,76.0,4.0,554.0
554,4837,engelhorn,91.0,4.0,555.0
555,6871,friedkin,53.0,4.0,556.0
556,1085,galitsky,50.0,4.0,557.0
557,7697,huang,66.0,4.0,558.0
558,6952,ilicak,50.0,4.0,559.0
559,2206,lauder,74.0,4.0,560.0
560,8597,leclercq,79.0,4.0,561.0
561,5221,moritz,63.0,4.0,562.0
562,4378,rebrab,74.0,4.0,563.0
563,4768,sawiris,64.0,4.0,564.0
564,4303,schulze,77.0,4.0,565.0
565,7392,shetty,76.0,4.0,566.0
566,8708,sutton,58.0,4.0,567.0
567,4511,tan caktiong,65.0,4.0,568.0
