,id,lastName,age,worth 2019 in BUSD,position
568,7540,yu,52.0,4.0,569.0
569,2635,zhang,70.0,4.0,570.0
570,7660,zhang,1985.0,4.0,571.0
571,5233,bahwan,79.0,3.9,572.0
572,8270,caruso,59.0,3.9,573.0
573,6792,gores,53.0,3.9,574.0
574,5138,hargreaves,71.0,3.9,575.0
575,5146,herz,64.0,3.9,576.0
576,2492,herz,77.0,3.9,577.0
577,1795,ito,94.0,3.9,578.0
578,7530,lam,69.0,3.9,579.0
579,7993,mehta,,3.9,580.0
580,2734,pillai,64.0,3.9,581.0
581,5137,resnick,,3.9,582.0
582,7924,speyer,78.0,3.9,583.0
583,1389,stine,76.0,3.9,584.0
584,1225,ty,85.0,3.9,585.0
585,1508,udvar-hazy,72.0,3.9,586.0
586,2531,zeller,61.0,3.9,587.0
587,9810,blecharczyk,1984.0,3.8,588.0
588,3558,burda,78.0,3.8,589.0
589,9467,chen,60.0,3.8,590.0
590,9710,chesky,1983.0,3.8,591.0
591,1520,douglas,80.0,3.8,592.0
592,7091,gebbia,1983.0,3.8,593.0
593,8304,gilgan,67.0,3.8,594.0
594,3170,greene,63.0,3.8,595.0
595,3856,jiang,63.0,3.8,596.0
596,7062,kulczyk,,3.8,597.0
597,2918,li,52.0,3.8,598.0
598,7732,mcnair,81.0,3.8,599.0
599,9080,miki,62.0,3.8,600.0
600,5536,otto-bernstein,,3.8,601.0
601,1533,rennert,84.0,3.8,602.0
602,4307,samueli,63.0,3.8,603.0
603,6947,zeng,52.0,3.8,604.0
604,1658,zhang,46.0,3.8,605.0
605,2311,caporella,82.0,3.7,606.0
606,1810,cuban,59.0,3.7,607.0
607,6498,fisher,67.0,3.7,608.0
608,6855,gilinski bacal,60.0,3.7,609.0
609,7682,halvorsen,57.0,3.7,610.0
610,6784,johnson,60.0,3.7,611.0
611,6312,johnson,87.0,3.7,612.0
612,7262,johnson,63.0,3.7,613.0
613,3245,johnson-leipold,61.0,3.7,614.0
614,9536,johnson-marquart,59.0,3.7,615.0
615,3319,kantor,64.0,3.7,616.0
616,5626,karapetyan,52.0,3.7,617.0
617,2434,ladreit de lacharriere,77.0,3.7,618.0
618,1782,leong,57.0,3.7,619.0
619,4917,li,46.0,3.7,620.0
620,7946,lodha,62.0,3.7,621.0
621,1622,milken,71.0,3.7,622.0
622,3463,milner,56.0,3.7,623.0
623,2431,struengmann,68.0,3.7,624.0
624,3217,struengmann,68.0,3.7,625.0
625,7346,tse,66.0,3.7,626.0
626,5910,tshuva,69.0,3.7,627.0
627,3410,yin,67.0,3.7,628.0
628,7245,ashley,53.0,3.6,629.0
629,8606,cao,60.0,3.6,630.0
630,9860,hildebrand,59.0,3.6,631.0
631,5307,jiang,64.0,3.6,632.0
632,6168,johnson,53.0,3.6,633.0
633,5904,johnson,55.0,3.6,634.0
634,9345,kellogg,75.0,3.6,635.0
635,2806,lim,78.0,3.6,636.0
636,7767,loh,71.0,3.6,637.0
637,1900,mazumdar-shaw,65.0,3.6,638.0
638,7415,ofer,62.0,3.6,639.0
639,1221,patel,74.0,3.6,640.0
640,5324,qin,53.0,3.6,641.0
641,3827,qiu,66.0,3.6,642.0
642,9833,ratanavadi,52.0,3.6,643.0
643,8357,riney,72.0,3.6,644.0
644,8479,spielberg,71.0,3.6,645.0
645,7925,volkmann,,3.6,646.0
646,9492,wilhelmsen,88.0,3.6,647.0
647,1710,xu,73.0,3.6,648.0
648,8400,zhang,65.0,3.6,649.0
649,1826,zhang,52.0,3.6,650.0
650,4094,zucker,66.0,3.6,651.0
651,4178,benetton,74.0,3.5,652.0
652,3348,benetton,77.0,3.5,653.0
653,8064,benetton,80.0,3.5,654.0
654,9375,benetton,83.0,3.5,655.0
655,7377,chen,52.0,3.5,656.0
656,3629,dhingra,,3.5,657.0
657,1441,diniz,81.0,3.5,658.0
658,1774,ecclestone,87.0,3.5,659.0
659,1644,faulkner,74.0,3.5,660.0
660,1365,gao,66.0,3.5,661.0
661,3612,harris,53.0,3.5,662.0
662,8076,irving,88.0,3.5,663.0
663,3913,kalyani,69.0,3.5,664.0
664,9571,kamenshchik,50.0,3.5,665.0
665,7152,leone,60.0,3.5,666.0
666,1416,leong,66.0,3.5,667.0
667,8441,milchan,73.0,3.5,668.0
668,9387,otto,,3.5,669.0
669,6448,pritzker,57.0,3.5,670.0
670,2950,pritzker,53.0,3.5,671.0
671,2053,rales,61.0,3.5,672.0
672,9558,rokke,59.0,3.5,673.0
673,7655,saul,86.0,3.5,674.0
674,6197,sterling,84.0,3.5,675.0
675,2252,tahir,66.0,3.5,676.0
676,9908,tanjung,56.0,3.5,677.0
677,9651,toennies,62.0,3.5,678.0
678,1992,ahunai,51.0,3.4,679.0
679,3440,altushkin,47.0,3.4,680.0
680,8522,bechtel,66.0,3.4,681.0
681,4087,bechtel,93.0,3.4,682.0
682,2396,cannon-brookes,38.0,3.4,683.0
683,8447,del pino y calvo-sotelo,59.0,3.4,684.0
684,6824,del valle ruiz,79.0,3.4,685.0
685,9094,farquhar,38.0,3.4,686.0
686,9924,fox,81.0,3.4,687.0
687,7149,haslam,64.0,3.4,688.0
688,7853,horten,77.0,3.4,689.0
689,3250,kao,69.0,3.4,690.0
690,3227,ma,48.0,3.4,691.0
691,5066,maag,72.0,3.4,692.0
692,3311,ponomarenko,53.0,3.4,693.0
693,3995,rodriguez-pastor,59.0,3.4,694.0
694,8457,ruia,,3.4,695.0
695,4608,sagi,46.0,3.4,696.0
696,7639,shani,63.0,3.4,697.0
697,8236,skorobogatko,50.0,3.4,698.0
698,6174,sun,55.0,3.4,699.0
699,3100,tong liu,69.0,3.4,700.0
700,5537,villar mir,86.0,3.4,701.0
701,5389,wynn,76.0,3.4,702.0
702,1619,agarwal,64.0,3.3,703.0
703,7148,al futtaim,,3.3,704.0
704,3599,arnold,44.0,3.3,705.0
705,7908,bass,76.0,3.3,706.0
706,3695,bouchard,69.0,3.3,707.0
707,3141,brown,83.0,3.3,708.0
708,4824,chaiyawan,86.0,3.3,709.0
709,8627,chen,70.0,3.3,710.0
710,7901,cohen,66.0,3.3,711.0
711,4833,dani,75.0,3.3,712.0
712,2554,gangwal,64.0,3.3,713.0
713,1991,hoffman,50.0,3.3,714.0
714,7835,hostetter,81.0,3.3,715.0
715,3251,iliev,51.0,3.3,716.0
716,9770,ji,51.0,3.3,717.0
717,6946,langone,82.0,3.3,718.0
718,5733,li,61.0,3.3,719.0
719,5061,lindemann,82.0,3.3,720.0
720,8650,liu,54.0,3.3,721.0
721,9405,luo,62.0,3.3,722.0
722,4490,malone,68.0,3.3,723.0
723,5325,nicholas,58.0,3.3,724.0
724,9776,nisanov,46.0,3.3,725.0
725,9131,stryker,62.0,3.3,726.0
726,6421,svetakov,50.0,3.3,727.0
727,1200,wild,77.0,3.3,728.0
728,7743,bauer,41.0,3.2,729.0
729,6184,bertelli,72.0,3.2,730.0
730,4195,bluhm,80.0,3.2,731.0
731,4892,cherng,,3.2,732.0
732,4874,cook,65.0,3.2,733.0
733,6405,cooperman,75.0,3.2,734.0
734,2908,dejoria,74.0,3.2,735.0
735,3662,ebner,72.0,3.2,736.0
736,1948,faria,63.0,3.2,737.0
737,9646,gehlaut,44.0,3.2,738.0
738,1454,golisano,76.0,3.2,739.0
739,9597,happel,70.0,3.2,740.0
740,6019,jiang,51.0,3.2,741.0
741,5377,komarek,49.0,3.2,742.0
742,7755,krieger,70.0,3.2,743.0
743,1105,kulibaev,51.0,3.2,744.0
744,6285,kulibaeva,50.0,3.2,745.0
745,6740,latsis,71.0,3.2,746.0
746,9332,loeb,56.0,3.2,747.0
747,3687,luo,92.0,3.2,748.0
748,2670,mcaulay,82.0,3.2,749.0
749,9834,merieux,80.0,3.2,750.0
750,2946,naeder,56.0,3.2,751.0
751,2674,nie,42.0,3.2,752.0
752,1021,och,57.0,3.2,753.0
753,5060,prada,69.0,3.2,754.0
754,9918,rowan,55.0,3.2,755.0
755,1237,saban,73.0,3.2,756.0
756,4259,saieh bendeck,68.0,3.2,757.0
757,4839,schmidt-ruthenbeck,75.0,3.2,758.0
758,9533,schusterman,79.0,3.2,759.0
759,3779,shoen,67.0,3.2,760.0
760,2041,solowow,55.0,3.2,761.0
761,3978,tsai,62.0,3.2,762.0
762,8549,tsai,61.0,3.2,763.0
763,7703,wang,1982.0,3.2,764.0
764,2161,whitman,61.0,3.2,765.0
765,5471,catsimatidis,69.0,3.1,766.0
766,6154,chang,62.0,3.1,767.0
767,2754,cheng,54.0,3.1,768.0
768,9808,diller,76.0,3.1,769.0
769,2008,dorsey,41.0,3.1,770.0
770,1554,gabay,52.0,3.1,771.0
771,2831,goldman,75.0,3.1,772.0
772,7151,goldman,62.0,3.1,773.0
773,9627,goldman fowler,64.0,3.1,774.0
774,8113,katz,56.0,3.1,775.0
775,9122,kemper,72.0,3.1,776.0
776,7099,kim,57.0,3.1,777.0
777,2502,lai,47.0,3.1,778.0
778,8126,lao hernandez,74.0,3.1,779.0
779,6291,leprino,80.0,3.1,780.0
780,4646,liang,50.0,3.1,781.0
781,3322,morris,63.0,3.1,782.0
782,7737,nguyen,48.0,3.1,783.0
783,8124,raheja,64.0,3.1,784.0
784,2606,ren,61.0,3.1,785.0
785,6144,sands,67.0,3.1,786.0
786,8954,stokes,77.0,3.1,787.0
787,5985,trump,72.0,3.1,788.0
788,1634,wadhwani,70.0,3.1,789.0
789,6261,wang,64.0,3.1,790.0
790,5225,asness,51.0,3.0,791.0
791,8840,beaufour,54.0,3.0,792.0
792,2281,beaufour,53.0,3.0,793.0
793,6679,benson,90.0,3.0,794.0
794,6959,breyer,56.0,3.0,795.0
795,2231,bulgheroni,73.0,3.0,796.0
796,5374,chudgar,84.0,3.0,797.0
797,5244,doris,77.0,3.0,798.0
798,4136,frias,55.0,3.0,799.0
799,7955,gapontsev,79.0,3.0,800.0
800,6274,haefner,64.0,3.0,801.0
801,3164,hohn,51.0,3.0,802.0
802,5270,hunt,86.0,3.0,803.0
803,3806,jhunjhunwala,57.0,3.0,804.0
804,4369,lu,55.0,3.0,805.0
805,7335,middleton,63.0,3.0,806.0
806,3519,okada,75.0,3.0,807.0
807,7948,perez,68.0,3.0,808.0
808,6783,prasarttong-osoth,85.0,3.0,809.0
809,2373,pritzker,55.0,3.0,810.0
810,1738,riady,89.0,3.0,811.0
811,1833,rotenberg,66.0,3.0,812.0
812,8401,rubin,45.0,3.0,813.0
813,6543,sands,60.0,3.0,814.0
814,7021,simon,83.0,3.0,815.0
815,2361,toennies,40.0,3.0,816.0
816,2458,villar,68.0,3.0,817.0
817,2780,vultaggio,66.0,3.0,818.0
818,3302,wang,56.0,3.0,819.0
819,4947,wu,48.0,3.0,820.0
820,8375,xie,48.0,3.0,821.0
821,9540,bundrant,76.0,2.9,822.0
822,7433,cai,65.0,2.9,823.0
823,4428,calderon rojas,,2.9,824.0
824,5627,chang,74.0,2.9,825.0
825,3889,crishna-godrej,67.0,2.9,826.0
826,1785,ding,47.0,2.9,827.0
827,8544,feng,57.0,2.9,828.0
828,5976,ford,73.0,2.9,829.0
829,5456,foriel-destezet,82.0,2.9,830.0
830,8133,godrej,76.0,2.9,831.0
831,9217,godrej,69.0,2.9,832.0
832,9013,godrej,67.0,2.9,833.0
833,1238,grendys,56.0,2.9,834.0
834,3975,im brahm-droege,63.0,2.9,835.0
835,4119,ke,63.0,2.9,836.0
836,4780,kirk,64.0,2.9,837.0
837,7549,koplowitz,64.0,2.9,838.0
838,9566,kwek,77.0,2.9,839.0
839,8491,le duff,71.0,2.9,840.0
840,9690,maezawa,42.0,2.9,841.0
841,8917,mantegazza,90.0,2.9,842.0
842,6704,melchers,80.0,2.9,843.0
843,2498,mueller,85.0,2.9,844.0
844,6827,naoroji,66.0,2.9,845.0
845,3280,ozyegin,73.0,2.9,846.0
846,1058,pangestu,74.0,2.9,847.0
847,8263,rothschild,63.0,2.9,848.0
848,1460,siebel,65.0,2.9,849.0
849,1122,singer,73.0,2.9,850.0
850,9422,sonnenberg,84.0,2.9,851.0
851,2114,stryker,60.0,2.9,852.0
852,2187,stumpf,45.0,2.9,853.0
853,7916,tsai,65.0,2.9,854.0
854,9496,viola,62.0,2.9,855.0
855,3171,vitek,47.0,2.9,856.0
856,2679,wang,51.0,2.9,857.0
857,9759,wang,53.0,2.9,858.0
858,7542,ardila lülle,88.0,2.8,859.0
859,2062,conway,68.0,2.8,860.0
860,6355,d'aniello,71.0,2.8,861.0
861,2050,davis,58.0,2.8,862.0
862,9954,ding,54.0,2.8,863.0
863,3741,dorrance,74.0,2.8,864.0
864,9916,fisher,86.0,2.8,865.0
865,4989,fisher,57.0,2.8,866.0
866,6095,hagen kjos,1985.0,2.8,867.0
867,2174,hoang,73.0,2.8,868.0
868,5320,huang,67.0,2.8,869.0
869,3584,huizenga,80.0,2.8,870.0
870,5753,kibar,47.0,2.8,871.0
871,7431,lohia,59.0,2.8,872.0
872,3763,mikati,73.0,2.8,873.0
873,9835,niarchos,64.0,2.8,874.0
874,4241,olsson,69.0,2.8,875.0
875,2444,piñera,68.0,2.8,876.0
876,9859,pritzker,59.0,2.8,877.0
877,6694,puech,75.0,2.8,878.0
878,5262,raheja,77.0,2.8,879.0
879,8799,rubenstein,68.0,2.8,880.0
880,7342,shi,55.0,2.8,881.0
881,7005,solorz-zak,61.0,2.8,882.0
882,7291,tung,76.0,2.8,883.0
883,1178,walter,58.0,2.8,884.0
884,1400,wrigley,54.0,2.8,885.0
885,1801,zuckerman,81.0,2.8,886.0
886,8252,altrad,70.0,2.7,887.0
887,8523,ambani,59.0,2.7,888.0
888,4321,angelini rossi,69.0,2.7,889.0
889,6224,bin butti al qebaisi,,2.7,890.0
890,8704,chen,60.0,2.7,891.0
891,2447,davis,76.0,2.7,892.0
892,1347,debartolo,71.0,2.7,893.0
893,2706,dorrance,72.0,2.7,894.0
894,4333,eurnekian,85.0,2.7,895.0
895,2909,ferrari,73.0,2.7,896.0
896,7225,geminder,53.0,2.7,897.0
897,4215,gu,68.0,2.7,898.0
898,3312,hankey,75.0,2.7,899.0
899,7810,hastings,57.0,2.7,900.0
900,3304,huang,58.0,2.7,901.0
901,8077,irsay,59.0,2.7,902.0
902,7478,kim,52.0,2.7,903.0
903,2331,kucuk,55.0,2.7,904.0
904,8980,mansour,70.0,2.7,905.0
905,8671,mikati,62.0,2.7,906.0
906,2484,moraes,86.0,2.7,907.0
907,5667,parsons,67.0,2.7,908.0
908,2033,ratanarak,72.0,2.7,909.0
909,2406,revoredo,71.0,2.7,910.0
910,2075,ruffin,83.0,2.7,911.0
911,1767,schultz,64.0,2.7,912.0
912,2268,shoen,68.0,2.7,913.0
913,5495,straumann,54.0,2.7,914.0
914,7758,stroll,58.0,2.7,915.0
915,9346,tan,65.0,2.7,916.0
916,8225,tsai,,2.7,917.0
917,8429,vandersloot,69.0,2.7,918.0
918,1392,veronesi,58.0,2.7,919.0
919,4356,warner,73.0,2.7,920.0
920,6657,winfrey,64.0,2.7,921.0
921,1161,zhang,56.0,2.7,922.0
922,2591,zuo,47.0,2.7,923.0
923,5294,abello,76.0,2.6,924.0
924,5183,arsel,89.0,2.6,925.0
925,1314,bang,50.0,2.6,926.0
926,2779,bekker,65.0,2.6,927.0
927,9230,bonderman,75.0,2.6,928.0
928,9987,caltagirone,75.0,2.6,929.0
929,6655,caudwell,65.0,2.6,930.0
930,3792,chen,57.0,2.6,931.0
931,4447,chung,47.0,2.6,932.0
932,5091,dos santos,45.0,2.6,933.0
933,2260,fong,93.0,2.6,934.0
934,9893,frost,81.0,2.6,935.0
935,6269,helmig,71.0,2.6,936.0
936,9692,hughes,84.0,2.6,937.0
937,8686,kretinsky,42.0,2.6,938.0
938,1732,kumar & kishin rk,64.0,2.6,939.0
939,1525,lam,54.0,2.6,940.0
940,1790,lau,82.0,2.6,941.0
941,9058,mandel,62.0,2.6,942.0
942,6719,martin,54.0,2.6,943.0
943,4435,mate,55.0,2.6,944.0
944,7453,miller,72.0,2.6,945.0
945,9071,moll filho,73.0,2.6,946.0
946,4203,moraes scripilliti,87.0,2.6,947.0
947,9671,parker,38.0,2.6,948.0
948,5638,paul,70.0,2.6,949.0
949,7609,ryan,81.0,2.6,950.0
950,5155,secunda,64.0,2.6,951.0
951,3531,shen,72.0,2.6,952.0
952,4584,shen,59.0,2.6,953.0
953,5721,shwed,50.0,2.6,954.0
954,1918,song,71.0,2.6,955.0
955,4643,stephens,61.0,2.6,956.0
956,7451,taylor,77.0,2.6,957.0
957,4957,toosbuy kasprzak,60.0,2.6,958.0
958,2084,tornqvist,64.0,2.6,959.0
959,3506,utemuratov,60.0,2.6,960.0
960,8781,wilson,61.0,2.6,961.0
961,5690,yang,49.0,2.6,962.0
962,4888,zhang,52.0,2.6,963.0
963,6085,zhu,59.0,2.6,964.0
964,5739,ang,64.0,2.5,965.0
965,7102,bass,72.0,2.5,966.0
966,8655,bass,62.0,2.5,967.0
967,2790,beveridge,56.0,2.5,968.0
968,1687,bishop,80.0,2.5,969.0
969,9975,botin,82.0,2.5,970.0
970,3973,braman,85.0,2.5,971.0
971,8423,chin,60.0,2.5,972.0
972,3589,cho,72.0,2.5,973.0
973,4286,coates,48.0,2.5,974.0
974,5867,du,48.0,2.5,975.0
975,3668,faria,97.0,2.5,976.0
976,2759,feld,69.0,2.5,977.0
977,7996,garavoglia,49.0,2.5,978.0
978,8465,gottesman,57.0,2.5,979.0
979,6680,gray,48.0,2.5,980.0
980,2550,hagen,61.0,2.5,981.0
981,6934,han,87.0,2.5,982.0
982,7628,henry,68.0,2.5,983.0
983,4995,ho,41.0,2.5,984.0
984,2142,hui,65.0,2.5,985.0
985,3755,koc,87.0,2.5,986.0
986,5408,kuan,70.0,2.5,987.0
987,4877,lauder,45.0,2.5,988.0
988,9025,lauder zinterhofer,48.0,2.5,989.0
989,9986,lazari,73.0,2.5,990.0
990,9371,lewis,92.0,2.5,991.0
991,9183,lo,69.0,2.5,992.0
992,7051,lorberbaum,63.0,2.5,993.0
993,1747,mansueto,61.0,2.5,994.0
994,7312,marinho,62.0,2.5,995.0
995,7903,marinho,70.0,2.5,996.0
996,8019,metropoulos,72.0,2.5,997.0
997,1250,mistakidis,56.0,2.5,998.0
998,8040,moreno,71.0,2.5,999.0
999,8658,mori,77.0,2.5,1000.0
1000,4202,neumann,39.0,2.5,1001.0
1001,6713,or,67.0,2.5,1002.0
1002,8537,peery,79.0,2.5,1003.0
1003,9850,pudwill,73.0,2.5,1004.0
1004,6867,reddy,60.0,2.5,1005.0
1005,2763,robbins,48.0,2.5,1006.0
1006,4591,sanchez,56.0,2.5,1007.0
1007,8852,schmidheiny,70.0,2.5,1008.0
1008,6293,schulenberg,,2.5,1009.0
1009,9885,simonyi,69.0,2.5,1010.0
1010,5012,stevens,58.0,2.5,1011.0
1011,1913,sze,68.0,2.5,1012.0
1012,7537,tara,88.0,2.5,1013.0
1013,3294,tham,69.0,2.5,1014.0
1014,5941,thiel,50.0,2.5,1015.0
1015,1406,wynn,76.0,2.5,1016.0
1016,5630,york,67.0,2.5,1017.0
1017,3802,zalik,44.0,2.5,1018.0
1018,4028,zhao,52.0,2.5,1019.0
1019,5269,argyros,81.0,2.4,1020.0
1020,5960,arrillaga,81.0,2.4,1021.0
1021,2733,bronfman,86.0,2.4,1022.0
1022,2029,buck,87.0,2.4,1023.0
1023,5751,chen,50.0,2.4,1024.0
1024,4644,chen,59.0,2.4,1025.0
1025,5245,chu,48.0,2.4,1026.0
1026,2249,coutu,91.0,2.4,1027.0
1027,2218,cutrale,71.0,2.4,1028.0
1028,2872,dalmia,,2.4,1029.0
1029,6138,douglas,71.0,2.4,1030.0
1030,7817,egydio arruda villela filho,48.0,2.4,1031.0
1031,9338,erni,53.0,2.4,1032.0
1032,6260,esteves,49.0,2.4,1033.0
1033,5330,fidani,63.0,2.4,1034.0
1034,4430,firodia,73.0,2.4,1035.0
1035,8999,gantner,50.0,2.4,1036.0
1036,2241,geng,55.0,2.4,1037.0
1037,7688,goldhar,56.0,2.4,1038.0
1038,6654,herrero,68.0,2.4,1039.0
1039,8571,hintze,64.0,2.4,1040.0
1040,7166,kesaev,51.0,2.4,1041.0
1041,9198,koon,57.0,2.4,1042.0
1042,3046,langness,65.0,2.4,1043.0
1043,4013,li,54.0,2.4,1044.0
1044,8462,mamut,58.0,2.4,1045.0
1045,5087,marinho,64.0,2.4,1046.0
1046,1224,mclane,81.0,2.4,1047.0
1047,9407,motsepe,56.0,2.4,1048.0
1048,7501,oetker,51.0,2.4,1049.0
1049,2324,oetker,74.0,2.4,1050.0
1050,8529,oetker,45.0,2.4,1051.0
1051,8312,oetker,70.0,2.4,1052.0
1052,8905,oetker,39.0,2.4,1053.0
1053,9231,oetker,67.0,2.4,1054.0
1054,9923,pritzker,58.0,2.4,1055.0
1055,9429,pritzker,65.0,2.4,1056.0
1056,7548,rocha,88.0,2.4,1057.0
1057,4739,rovati,89.0,2.4,1058.0
1058,4231,sahenk,54.0,2.4,1059.0
1059,2290,schweizer,77.0,2.4,1060.0
1060,7650,smidt,58.0,2.4,1061.0
1061,2423,spanos,94.0,2.4,1062.0
1062,9527,tewari,60.0,2.4,1063.0
1063,8149,tong,63.0,2.4,1064.0
1064,2818,unger,73.0,2.4,1065.0
1065,8997,varkey,61.0,2.4,1066.0
1066,1102,wietlisbach,56.0,2.4,1067.0
1067,3622,ying,68.0,2.4,1068.0
1068,4607,yu,56.0,2.4,1069.0
1069,6254,bucher-haefner,61.0,2.3,1070.0
1070,7862,chen,52.0,2.3,1071.0
1071,5305,denegri,82.0,2.3,1072.0
1072,8621,desmond,67.0,2.3,1073.0
1073,9253,divi,67.0,2.3,1074.0
1074,7956,flohr,48.0,2.3,1075.0
1075,8254,fraisse,61.0,2.3,1076.0
1076,4091,goenka,60.0,2.3,1077.0
1077,9108,gottesman,92.0,2.3,1078.0
1078,3495,gyanchandani,,2.3,1079.0
1079,8377,haslam,59.0,2.3,1080.0
1080,7159,hu,55.0,2.3,1081.0
1081,9302,hunt,89.0,2.3,1082.0
1082,3360,ibragimov,64.0,2.3,1083.0
1083,9263,jacobs,61.0,2.3,1084.0
1084,1746,kelley,61.0,2.3,1085.0
1085,4103,khosla,63.0,2.3,1086.0
1086,1540,lansdown,65.0,2.3,1087.0
1087,1070,lau,45.0,2.3,1088.0
1088,5640,lee,77.0,2.3,1089.0
1089,5338,lin,55.0,2.3,1090.0
1090,8700,lo,79.0,2.3,1091.0
1091,2577,machkevich,64.0,2.3,1092.0
1092,7351,mathile,77.0,2.3,1093.0
1093,4204,perron,95.0,2.3,1094.0
1094,6978,ricketts,76.0,2.3,1095.0
1095,8234,rossmann,71.0,2.3,1096.0
1096,3243,sahenk,51.0,2.3,1097.0
1097,5967,snyder,53.0,2.3,1098.0
1098,6898,spuhler,58.0,2.3,1099.0
1099,9902,tang,84.0,2.3,1100.0
1100,9582,tyson,64.0,2.3,1101.0
1101,8677,wong,53.0,2.3,1102.0
1102,9038,aguiar,80.0,2.2,1103.0
1103,8315,akhannouch,57.0,2.2,1104.0
1104,4545,baron,75.0,2.2,1105.0
1105,9939,bhartia,65.0,2.2,1106.0
1106,3003,boyle,68.0,2.2,1107.0
1107,5191,casiraghi,1985.0,2.2,1108.0
1108,2938,chan,,2.2,1109.0
1109,4349,coleman,43.0,2.2,1110.0
1110,2569,coombs,57.0,2.2,1111.0
1111,9925,coulter,58.0,2.2,1112.0
1112,2885,de godoy bueno,70.0,2.2,1113.0
1113,3665,de mattos barretto villela,44.0,2.2,1114.0
1114,2718,fertitta,56.0,2.2,1115.0
1115,6969,fertitta,49.0,2.2,1116.0
1116,8331,fissolo,83.0,2.2,1117.0
1117,7839,frolov,54.0,2.2,1118.0
1118,5464,garcia,61.0,2.2,1119.0
1119,3964,grendene bartelle,68.0,2.2,1120.0
1120,8836,gupta,72.0,2.2,1121.0
1121,5634,hagen,75.0,2.2,1122.0
1122,4153,he,52.0,2.2,1123.0
1123,5767,hector,78.0,2.2,1124.0
1124,7710,hubbard,85.0,2.2,1125.0
1125,9837,ke,58.0,2.2,1126.0
1126,2687,kirac,77.0,2.2,1127.0
